cell_id,dataset,donor_id,condition,cell_type,BetaIdentitySecretion,ImmuneStress,ERStress_UPR,OxidativePhosphorylation,DedifferentiationStress,DiseaseAxis,microstate,quasi_potential,latent_1,latent_2
ND_donor_01_cell_036,demo,ND_donor_01,ND,beta,6.561084066819591,2.548478145586813,1.4975882193416925,4.85949959271107,0.0,-3.484456220097567,16,0.7490777868732001,4.910995282344897,-0.6363924414967321
ND_donor_01_cell_037,demo,ND_donor_01,ND,beta,6.116362378980502,2.731546960749425,4.555939571965675,4.90449004175834,0.0,-0.5071744902835503,21,0.0867051002330621,0.6629762687522865,0.970460719262244
ND_donor_01_cell_038,demo,ND_donor_01,ND,beta,5.91781786347736,4.910600519679222,4.628259317224876,5.021495468060528,0.0,1.372135203019642,8,1.1963274548145035,-1.81346350287308,2.1003898360839166
ND_donor_01_cell_039,demo,ND_donor_01,ND,beta,6.561028649665923,1.1829665042100648,1.907815225137893,4.663939182526016,0.0,-4.131297035105536,23,1.4493983461902022,5.77889917094379,-2.0319390259782453
ND_donor_01_cell_040,demo,ND_donor_01,ND,beta,6.241298435596381,3.9659145921829255,4.07588036822172,4.632201964043433,0.0,-0.2223550999272555,17,0.3338833289922105,0.4522487593138017,0.8788467761266979
ND_donor_01_cell_041,demo,ND_donor_01,ND,beta,6.725871559898292,0.880601063490919,0.880601063490919,4.4184887272407645,0.0,-5.32191863106237,23,2.100026433497203,7.0224280216970865,-2.489329690502032
ND_donor_01_cell_042,demo,ND_donor_01,ND,beta,6.376184741109212,2.78981775882137,3.003752281077254,4.790841240286287,0.0,-1.9781679867224753,0,0.21012610122800446,2.4946323523033365,0.4201361452132718
ND_donor_01_cell_043,demo,ND_donor_01,ND,beta,6.449152021881031,2.7983558309937537,2.3951913587041487,4.503880576515859,0.0,-2.51205958854609,2,1.9177718313839724,3.4024876202920677,-1.213592668241799
ND_donor_01_cell_044,demo,ND_donor_01,ND,beta,6.193062191456608,3.4416825660276493,3.798992971666576,4.849243031089906,0.0,-0.6737102552993967,20,0.168702312565018,0.6737885522671725,1.0022433299718332
ND_donor_01_cell_045,demo,ND_donor_01,ND,beta,6.486546442046986,2.3216515696418005,0.792676684641662,4.579048063384507,0.0,-3.9737138099036833,2,0.910319316616703,4.498239357044708,-0.5918773670560734
ND_donor_01_cell_046,demo,ND_donor_01,ND,beta,6.319443465839849,4.154730205384456,3.5351420264546896,5.120144018884861,0.0,-0.5986348515339869,20,1.4777797746877237,1.3893266775434132,1.7387263520888645
ND_donor_01_cell_047,demo,ND_donor_01,ND,beta,5.886242984923555,5.306010298211005,3.602768291439996,4.570372876313493,0.0,1.01023520365808,12,1.2319451456510535,-1.645480567938714,0.311433092885158
ND_donor_01_cell_048,demo,ND_donor_01,ND,beta,6.1618929397845985,3.7166527556336613,3.2676285504928346,4.714486276206064,0.0,-0.787044139217221,10,0.4165922871737209,0.42701275192079585,1.3759996365871177
ND_donor_01_cell_049,demo,ND_donor_01,ND,beta,6.652696469062976,2.0632739109908265,0.48344159874084436,4.632638051153146,0.0,-4.656701940463728,16,1.1480377035110383,6.041473374444041,-1.8298044698480453
ND_donor_01_cell_050,demo,ND_donor_01,ND,beta,6.5702111143640085,1.8054854549665766,1.0635499346362531,4.726271125400623,0.0,-4.292740243625019,7,1.1616471855786568,5.416116492939394,-1.034621500429089
ND_donor_01_cell_051,demo,ND_donor_01,ND,beta,6.27369661661001,3.8411280973491393,3.65562679688374,5.1285743276342695,0.0,-0.6465470469302542,20,0.5646987355945425,1.1813775216327,1.4112553396109935
ND_donor_01_cell_052,demo,ND_donor_01,ND,beta,5.4407331521599245,5.2189338468317175,5.364923435455792,3.9049011461247556,0.0,2.9395143663455734,13,2.8555019012093465,-3.6950433691423132,-1.791085645783426
ND_donor_01_cell_053,demo,ND_donor_01,ND,beta,6.274739823939106,3.1401835416085717,3.3654460624798235,5.06347844273452,0.0,-1.3155363045373059,10,0.4989025062412775,1.6383133475932887,1.0642650421327435
ND_donor_01_cell_054,demo,ND_donor_01,ND,beta,6.628618178242457,0.4735093277528003,0.9470186555056006,4.83948730847786,0.0,-5.375535466584179,23,2.513311985652064,6.4758709836580355,-0.8732730065973836
ND_donor_01_cell_055,demo,ND_donor_01,ND,beta,6.482805656731879,3.8438567605455454,2.882567627957966,4.4787544499500385,0.0,-1.54167460242657,2,0.9350186654641801,2.5579375497346275,0.004622711175066969
ND_donor_01_cell_056,demo,ND_donor_01,ND,beta,5.893113506743337,4.800872477409551,4.991844158769831,5.239227087466699,0.0,1.5862026960645736,8,0.46135164067062906,-1.6273286925846666,1.7211381245126371
ND_donor_01_cell_057,demo,ND_donor_01,ND,beta,6.232672625971158,3.36024153554317,3.8219393833901463,4.828516306757923,0.0,-0.7852540198933148,17,0.4223342316665528,0.9861198114098946,0.6034902249627878
ND_donor_01_cell_058,demo,ND_donor_01,ND,beta,6.567121249263343,0.5508070628688067,1.6524211886064202,4.8843010969750145,0.0,-4.739772063888187,16,1.7725869505215703,5.8866208083753815,-0.9267293331145456
ND_donor_01_cell_059,demo,ND_donor_01,ND,beta,6.438238569799476,3.4403597566377426,3.038403752284934,4.871653642523069,0.0,-1.6287363648558357,19,1.0861050962678567,2.6293874885986583,-0.07350012809031801
ND_donor_01_cell_060,demo,ND_donor_01,ND,beta,6.218240105763452,4.209158452592028,4.606824458616516,4.278494517503403,0.0,0.3388545380042738,10,2.039282339093355,0.24301692111460177,-0.5488449854590691
ND_donor_01_cell_061,demo,ND_donor_01,ND,beta,6.552094241908847,2.52458715727765,2.1713900830754262,4.382590667684806,0.0,-3.0334768172234874,16,1.9745435789286985,4.170920684438904,-1.641481607213332
ND_donor_01_cell_062,demo,ND_donor_01,ND,beta,6.640425726954549,1.6354298366425084,1.1337266589646955,4.734911413863964,0.0,-4.488064681995595,23,1.421906569879079,6.078814874006961,-2.254982751088186
ND_donor_01_cell_063,demo,ND_donor_01,ND,beta,6.384523667054177,3.1847876377861772,2.6803254494049162,4.922957156032713,0.0,-1.943178510988726,19,0.7093407407233698,2.2785562705286337,1.1247597903952395
ND_donor_01_cell_064,demo,ND_donor_01,ND,beta,6.075377521279156,3.9893312426937912,4.250579635960402,4.96905280521472,0.0,0.21167214260506728,10,0.6983687354958894,-0.49981254017722593,1.61085747095994
ND_donor_01_cell_065,demo,ND_donor_01,ND,beta,6.525797058622314,2.3387267362573154,2.3387267362573154,4.683867373699486,0.0,-2.999176546134839,19,0.5667419990657168,4.064737585354483,-0.47987761597032313
ND_donor_01_cell_066,demo,ND_donor_01,ND,beta,6.56037960825916,1.2031900076706605,1.6073178643468793,4.6728790980929205,0.0,-4.317504518678666,16,1.4521301015577155,5.127043882091855,-0.4593183530150894
ND_donor_01_cell_067,demo,ND_donor_01,ND,beta,6.0177114125321,4.049235560828519,4.184511438158572,5.040290334335833,0.0,0.3126291201903496,5,0.5833385676872647,-0.4174509615985974,1.8414353047525067
ND_donor_01_cell_068,demo,ND_donor_01,ND,beta,6.430719360044863,2.3407141951215147,2.5091168270337625,4.872477041601514,0.0,-2.711160296594504,7,0.6616648140793027,3.582428587573452,-0.18293336598998622
ND_donor_01_cell_069,demo,ND_donor_01,ND,beta,6.463463954443864,2.598434248187365,3.257332758771465,5.02214686774127,0.0,-2.096180238110649,2,0.33794878405281636,3.3559763653176553,0.2394461376466615
ND_donor_01_cell_070,demo,ND_donor_01,ND,beta,6.406799986411701,2.3230709816472634,2.589632869360411,4.997123216943622,0.0,-2.6257565373430416,6,1.2241769656317585,3.192822600212782,0.8784526228985865
ND_donor_01_cell_071,demo,ND_donor_01,ND,beta,6.4086220338416595,3.0900000560171703,1.556363995897411,4.993579428856986,0.0,-2.802833341830472,2,0.4171661180124815,3.6128143854717645,0.40775010396476985
ND_donor_01_cell_072,demo,ND_donor_01,ND,beta,6.513321323994286,1.32759888462428,2.3648613881666773,4.8385773539176355,0.0,-3.6412946668832413,19,1.7420430159740432,4.678219584416001,0.15003284819431795
ND_donor_01_cell_073,demo,ND_donor_01,ND,beta,6.597578400330518,1.1249509276555325,1.6874263914832988,4.63602240404309,0.0,-4.384266274250912,16,1.281118227007715,5.5602412398074925,-1.204228753522614
ND_donor_01_cell_074,demo,ND_donor_01,ND,beta,6.21831154806632,2.852294349717023,2.988677261612612,4.925010253842156,0.0,-1.6593602329963197,10,1.133072907601278,1.4361574467964946,1.5672228598878521
ND_donor_01_cell_075,demo,ND_donor_01,ND,beta,6.3483557040086325,3.82297864769592,3.2955588392250226,4.637811625042134,0.0,-1.0352775398226026,21,0.3683836155066187,1.3900283380805223,0.44766797969238814
ND_donor_01_cell_076,demo,ND_donor_01,ND,beta,6.222677973474692,4.180132151555428,3.1173774624345407,4.989037041468828,0.0,-0.6852285147254816,20,0.3312927759557933,1.0348514761681626,0.8008221455411266
ND_donor_01_cell_077,demo,ND_donor_01,ND,beta,6.379721478224245,3.550912650204959,2.8865514213645533,4.7315599527997305,0.0,-1.5494479560646073,3,0.47559939166056164,1.863514970820383,1.0709760189502782
ND_donor_01_cell_078,demo,ND_donor_01,ND,beta,5.148641564803736,5.840451146440449,5.927472708117216,2.8178392997765993,0.0,4.265739577880886,4,4.923852034175947,-5.9525032781593366,-5.269272128560106
ND_donor_01_cell_079,demo,ND_donor_01,ND,beta,6.396590010557034,2.279763161668987,3.1148203157163867,4.4396131903203315,0.0,-2.285085360871404,0,1.066503128099165,2.942365255786981,-0.5722580809044439
ND_donor_01_cell_080,demo,ND_donor_01,ND,beta,6.51675002956308,2.569243390091444,1.9338887356011363,4.686129997851798,0.0,-3.0980390485791425,19,0.47476276799660244,3.8340549424506776,-0.14553807194110407
ND_donor_01_cell_081,demo,ND_donor_01,ND,beta,6.223978616218675,3.6362298092290573,3.005498717833821,5.150775914506859,0.0,-1.12943700061776,20,2.2582602684219806,1.1635970072040662,2.276622747943339
ND_donor_01_cell_082,demo,ND_donor_01,ND,beta,6.628538175014694,1.659308016631383,1.1497542161291623,4.316186739579597,0.0,-4.439639684876182,23,1.6397547146176255,5.745652998751684,-2.2746652124836912
ND_donor_01_cell_083,demo,ND_donor_01,ND,beta,6.536660410670677,1.6615881354379396,1.3189074300720258,4.653538615202703,0.0,-4.1580653006033685,7,0.8658300619844557,5.0004208241376125,-0.6354343975120174
ND_donor_01_cell_084,demo,ND_donor_01,ND,beta,6.165141728903775,4.137534151653989,4.228047692572515,4.747480413082264,0.0,0.13356466792532495,20,0.5336721634192871,-0.005011125423669549,0.5338095244015245
ND_donor_01_cell_085,demo,ND_donor_01,ND,beta,5.732657103379609,5.36582882944829,4.691164808719451,4.041665606265586,0.0,2.057682975801946,14,2.430596328150595,-2.753714270981559,-0.9245118664195928
ND_donor_01_cell_086,demo,ND_donor_01,ND,beta,6.594320676695702,0.663532316521277,0.663532316521277,4.735589817802643,0.0,-5.374676055942829,23,2.169892984719623,6.7795012377572155,-1.6723555325089392
ND_donor_01_cell_087,demo,ND_donor_01,ND,beta,6.579337386139083,1.6020370220219893,0.6655942584770818,4.872857890537601,0.0,-4.712824760785041,19,2.3433015208277537,5.545052904109429,-0.14041268412929964
ND_donor_01_cell_088,demo,ND_donor_01,ND,beta,6.681850552282649,0.9366644813772018,1.4049967220658026,4.559789299746189,0.0,-4.853316980450607,23,1.5464411216777112,6.477491580746781,-2.409027495483632
ND_donor_01_cell_089,demo,ND_donor_01,ND,beta,6.334151316474875,3.9407333219401712,3.469772740704542,5.006247382696356,0.0,-0.8134748228042348,6,0.45678727896226956,1.3803716128781873,0.6088065078695664
ND_donor_01_cell_090,demo,ND_donor_01,ND,beta,5.9440063831598575,4.9655640842936375,4.901826332607649,4.554281866878095,0.0,1.5446730138328197,12,2.2186769088631584,-1.4848444089303927,-0.45359034754436545
ND_donor_01_cell_091,demo,ND_donor_01,ND,beta,6.189204036199324,2.608657062975173,3.97115572370155,5.27767081675906,0.0,-1.1136124780903607,20,0.12719159394736224,1.491876013944077,0.7458820854491586
ND_donor_01_cell_092,demo,ND_donor_01,ND,beta,6.307386630457939,2.8870017324703148,3.336473261784839,4.8189904688264065,0.0,-1.5650487973861162,3,0.2489385495314993,1.7877951516463497,0.6972124628553942
ND_donor_01_cell_093,demo,ND_donor_01,ND,beta,6.691467799179138,0.49027779575699715,0.9805555915139943,4.308390274823293,0.0,-5.455935170477416,23,1.7746071675543371,6.769294775471592,-2.4934542132085666
ND_donor_01_cell_094,demo,ND_donor_01,ND,beta,6.4456272874075085,4.162408206747978,3.6778987505959337,4.5852659447607484,0.0,-0.7271310748412607,3,1.509886627333941,2.1188651397707976,-0.5742267280582799
ND_donor_01_cell_095,demo,ND_donor_01,ND,beta,6.354668244914824,3.6610449929492126,2.988212269850178,5.038990947002127,0.0,-1.3616221015100896,6,0.39957668111668543,2.128956041219236,0.5272490387750477
ND_donor_01_cell_096,demo,ND_donor_01,ND,beta,6.2315911890185145,4.197232643672672,4.3658450831219096,4.888264823341072,0.0,0.14534396050495269,10,0.46910470115672,0.3563343554730174,1.144726327961304
ND_donor_01_cell_097,demo,ND_donor_01,ND,beta,6.314878223785231,3.592925443623623,3.647852529679517,4.859191116449472,0.0,-0.8940193666432634,0,1.4905203873858826,1.6420084177764245,-0.4166901894592871
ND_donor_01_cell_098,demo,ND_donor_01,ND,beta,6.155738867162005,3.861045689567392,4.176423556125176,5.04796155658693,0.0,-0.07045517843635407,21,1.0105989767662509,0.08263591413407156,1.59403178290581
ND_donor_01_cell_099,demo,ND_donor_01,ND,beta,5.87414042420433,4.943688717039442,5.142223190844184,5.003723021289027,0.0,1.8176314141809053,8,0.5807986717151641,-1.8560340858105178,1.1028584767530458
ND_donor_01_cell_100,demo,ND_donor_01,ND,beta,6.315592301393975,4.146746901707778,3.231521692897099,4.912673515617873,0.0,-0.8001483694597966,6,0.7127016808967763,1.5197145750881365,0.2013208555548733
ND_donor_01_cell_101,demo,ND_donor_01,ND,beta,6.571725892143053,1.1094106882480634,2.3511071216188775,4.7952943727141255,0.0,-3.9037964076021883,16,0.8515019098130239,5.149973149142512,-1.3577236069477674
ND_donor_01_cell_102,demo,ND_donor_01,ND,beta,6.0518621240616115,3.853059904962305,3.8990500229124008,5.181398211485276,0.0,-0.07274018101528891,21,0.8483173756653253,0.10359317599358746,1.5010824654955865
ND_donor_01_cell_103,demo,ND_donor_01,ND,beta,6.2648001483986615,4.037787189273478,2.475613630451945,4.551623511300541,0.0,-1.287119200240822,6,0.6656716377026619,1.4630010602000578,0.2078683319360223
ND_donor_01_cell_104,demo,ND_donor_01,ND,beta,6.575133962545697,2.023864190612561,2.4347100711042806,4.389691368980742,0.0,-3.237026194366471,16,1.5707226548208855,4.078502753365394,-1.336072526200677
ND_donor_01_cell_105,demo,ND_donor_01,ND,beta,6.323473046910873,3.479397748608849,1.84649611368,5.1650599886057735,0.0,-2.1913368235596775,6,0.27415447823772965,2.713998613025124,0.4979597315831219
ND_donor_01_cell_106,demo,ND_donor_01,ND,beta,6.405650034497645,2.7743908612985235,3.2020336784018335,5.073963737188862,0.0,-1.9094436898525138,6,0.9690809448610267,2.9075027910020084,0.8357916419938045
ND_donor_01_cell_107,demo,ND_donor_01,ND,beta,6.6710682538206445,0.0,1.4258149125923922,4.506958943998188,0.0,-5.451823147617708,23,2.100308781805091,6.877134424546909,-2.699157857296657
ND_donor_01_cell_108,demo,ND_donor_01,ND,beta,6.338482081012907,1.5336148019245295,3.115629373577846,5.121106198871471,0.0,-2.682471325457935,6,0.5742875929561109,3.1026560216049703,0.4832034838031889
ND_donor_01_cell_109,demo,ND_donor_01,ND,beta,6.309144051194544,1.6036080778929278,3.5414965035169486,4.931267627749008,0.0,-2.2970537758820324,0,1.097202600093202,2.6931344996534072,0.9916377672703769
ND_donor_01_cell_110,demo,ND_donor_01,ND,beta,6.423307713155604,2.761367326695726,4.083717608217983,5.071579637244491,0.0,-1.3604571770305216,3,1.7069279661818957,2.4149635426476106,1.567718096609285
ND_donor_01_cell_111,demo,ND_donor_01,ND,beta,6.382602467580572,4.005228510465739,2.9440981700229734,4.612384978360869,0.0,-1.2096310614413506,0,1.1169543130692476,1.9652001871814413,-0.371867295322814
ND_donor_01_cell_112,demo,ND_donor_01,ND,beta,6.488244437976263,2.907661353083752,3.577292437579434,4.621846729076735,0.0,-1.7184834927616583,19,1.0912190158477655,2.6793312497283543,-0.4269176576956725
ND_donor_01_cell_113,demo,ND_donor_01,ND,beta,6.373968816966864,3.670834655359875,3.5143554892470865,4.880581836216716,0.0,-1.0380822854061333,20,1.2073399065988006,1.4042141357900717,1.6014724112444352
ND_donor_01_cell_114,demo,ND_donor_01,ND,beta,6.412940517530844,2.4719527225335205,2.2355330873280597,4.933845334472058,0.0,-2.773342995405204,0,0.380410155215702,3.322193750855308,0.3666645301697884
ND_donor_01_cell_115,demo,ND_donor_01,ND,beta,5.877214977638827,4.395675804802558,4.563903033520628,4.958616644767377,0.0,1.0553790299597599,10,1.164057646272047,-1.1869467243869456,0.6048126138737172
ND_donor_01_cell_116,demo,ND_donor_01,ND,beta,6.424126354963161,2.0770008647149343,2.966312283555221,4.5601020109544415,0.0,-2.571264139062857,3,0.9524513450105943,3.0778893441091393,-0.33288844077893087
ND_donor_01_cell_117,demo,ND_donor_01,ND,beta,6.646824936413539,1.7407546425798224,0.6235746898589627,4.221125591506465,0.0,-4.769909737031585,23,2.0350423540149025,6.069125744471727,-2.686594128176849
ND_donor_01_cell_118,demo,ND_donor_01,ND,beta,6.136672137185547,4.2833083561557155,4.18221169456895,4.506907635360084,0.0,0.2529698010593325,12,1.2518329021785908,-0.19436935695720178,0.2750648326549642
ND_donor_01_cell_119,demo,ND_donor_01,ND,beta,6.414496579492121,1.3424777700731547,2.026289386834092,5.03833403748607,0.0,-3.6782690085616685,19,1.7909298026550813,3.8815665097360377,0.77161403892013
ND_donor_02_cell_000,demo,ND_donor_02,ND,beta,6.56338934526828,1.3497872563357831,1.6289905571212486,4.810582854220006,0.0,-4.2095550758786535,7,0.976805665400196,5.24139929070881,-0.7937489808103496
ND_donor_02_cell_001,demo,ND_donor_02,ND,beta,6.66913073551671,1.007579085926388,1.5113686288895818,4.390542905979086,0.0,-4.711202235743633,23,1.1812834403903736,6.205028858289088,-1.7580630828770099
ND_donor_02_cell_002,demo,ND_donor_02,ND,beta,6.067407046497233,4.205343030765445,3.1651640620190413,5.121255507109881,0.0,-0.35423795076002396,21,1.7785163408893334,0.19819565865304964,2.15585036196238
ND_donor_02_cell_003,demo,ND_donor_02,ND,beta,6.615385054104351,0.0,1.1807532762667168,4.4685205305789,0.0,-5.514634488700491,23,1.7814087899931428,6.4877225850630005,-1.6341402506360616
ND_donor_02_cell_004,demo,ND_donor_02,ND,beta,5.6818727407642085,4.675639319280441,4.943288434822916,4.502792912062046,0.0,1.8528829568640168,12,0.6765870562462606,-2.806513375358254,0.7515166461442258
ND_donor_02_cell_005,demo,ND_donor_02,ND,beta,6.49432599045827,2.7139381881339744,1.2671691880018308,4.666229525285727,0.0,-3.405712380796308,16,1.4281684627918914,4.426111863076518,-1.3776278964710322
ND_donor_02_cell_006,demo,ND_donor_02,ND,beta,6.618629794955291,1.0191076010044413,0.5095538005022207,4.609985961058331,0.0,-5.281913393477135,23,1.7814087899931428,6.088327831150214,-1.1318315080258055
ND_donor_02_cell_007,demo,ND_donor_02,ND,beta,6.461588708328205,2.2553689304640026,1.906768985554979,4.58731860054911,0.0,-3.2277831544096207,7,0.7370092104604753,3.8344615138443574,-0.41463943620513016
ND_donor_02_cell_008,demo,ND_donor_02,ND,beta,6.418917795717483,2.033833923541415,3.2912734857552173,5.030730450320785,0.0,-2.3735326886256063,2,0.5014030760987458,3.2213179996478853,0.2875555942478704
ND_donor_02_cell_009,demo,ND_donor_02,ND,beta,6.311587190264942,2.9073834508038003,3.8839504515937975,4.628435399503929,0.0,-1.1926642302512713,3,0.23312004856943336,1.5918639114352895,0.844140980872423
