from_microstate,to_microstate,net_current,forward_flow,reverse_flow,affinity,edge_entropy_production
18,4,0.0009875907790352213,0.0017848962252555417,0.0007973054462203203,0.8058777044034333,0.0007958773898989025
10,21,0.00198046428685319,0.006152669847847908,0.004172205560994718,0.3884413016431993,0.0007692941254431236
1,18,0.005476407273425264,0.0418969526440272,0.03642054537060194,0.14008004635165527,0.0007671353847019531
13,1,0.0010850417091713524,0.002276715461943808,0.0011916737527724558,0.6473749832141263,0.0007024288582614313
8,9,0.00033901751624136356,0.0004063733307361488,6.735581449478522e-05,1.7972830268931788,0.0006093104277600853
8,10,0.0023836631794374955,0.010587422972518077,0.008203759793080582,0.25507422406400737,0.000608011035924964
13,18,0.002941153175532202,0.0178720244199604,0.014930871244428198,0.17980564356079684,0.0005288359395374488
5,18,0.0011539032033986447,0.003174477993812306,0.0020205747904136614,0.4517611866037681,0.0005212886803932609
14,1,0.000973452397225761,0.0023483461361575773,0.0013748937389318162,0.5353348608877104,0.000521123003649661
3,19,0.0008715538397779928,0.00202715822692318,0.0011556043871451874,0.5620114376828798,0.0004898232265116639
18,9,0.002308747508616045,0.012258631887758895,0.00994988437914285,0.20866940180920487,0.00048176496155140217
1,9,0.001868979907061352,0.008313503395131441,0.006444523488070089,0.2546504093258982,0.00047593649835505253
10,3,0.0015335808803732262,0.006485026668199394,0.004951445787826168,0.2698163177192555,0.000413785146066958
13,8,0.0007152556698198618,0.0017256207440386501,0.0010103650742187883,0.5352751117936888,0.0003828585586238963
7,6,0.00012736601600358687,0.0001356387831986744,8.272767195087527e-06,2.7970261734097006,0.0003562460803649513
6,17,0.0005206134812567574,0.001118586341911367,0.0005979728606546096,0.6262756021500907,0.0003260475214615307
10,17,0.001174662003527675,0.005007220805462207,0.003832558801934532,0.26734835705094223,0.00031404395673329205
13,5,0.00043813598812916403,0.0008799595587268155,0.00044182357059765147,0.6889653084493087,0.00030186049620415214
3,0,0.0010499433774784845,0.004312609214188398,0.0032626658367099137,0.27899850445897545,0.0002929326320831027
21,5,0.0005975143072422171,0.001544121665869774,0.0009466073586275568,0.4893261350223977,0.00029237936658341954
12,14,0.0012954548286616876,0.006656909983436013,0.0053614551547743255,0.21641998806195623,0.000280362318553766
0,16,0.00020215993635292365,0.0002913970350369142,8.923709868399057e-05,1.183389853393812,0.0002392340174427887
9,13,0.0008473659064336604,0.003499257971139386,0.0026518920647057255,0.27727756576893303,0.00023495555585151083
19,2,0.0003928095880606856,0.0008903260579968265,0.0004975164699361409,0.5819590905967873,0.00022859911064549522
23,7,0.00032757854529033185,0.0006709700464436802,0.00034339150115334833,0.6698532953397002,0.000219429568045314
11,20,0.00043118175105635024,0.0010990660797304344,0.0006678843286740841,0.49810108127684,0.0002147720964280093
4,1,0.0003787819794380202,0.0009005883755752585,0.0005218063961372383,0.5457516690951321,0.0002067208975014575
7,2,0.000554506273783343,0.0018369664632762151,0.0012824601894928722,0.3593352933351278,0.00019925367454610624
17,19,0.00025025498822665816,0.0004588822909533461,0.0002086273027266879,0.7882443082771993,0.00019726207008764082
2,3,0.0005039083697033553,0.0018647293366511823,0.001360820966947827,0.31502774477336587,0.00015874511728007152
0,19,0.0001911350068498448,0.0003410584691905082,0.00014992346234066342,0.821929009937385,0.00015709940694446823
15,22,9.725121024850664e-06,9.725121024850664e-06,0.0,16.09022299493255,0.00015647936594255418
4,9,0.0016993574468075964,0.019456791981350634,0.017757434534543037,0.09139193598265358,0.0001553075669902855
16,23,0.00039706585256239725,0.0012317857237770244,0.0008347198712146272,0.3891240180864764,0.00015450785999401243
19,7,0.0004170473196099526,0.0013743767412254756,0.000957329421615523,0.3616080724774784,0.00015080767737605383
20,5,0.0006803571390873917,0.0034904953609869427,0.002810138221899551,0.21680999189438072,0.00014750822581082146
22,18,0.001171674433469232,0.010078443498059985,0.008906769064590753,0.12358727912480252,0.00014480405525255685
21,8,0.0007605079221586668,0.004390709274604729,0.0036302013524460624,0.1902026642263607,0.00014465063295983216
2,0,0.00011176575886334041,0.00016064680204397444,4.8881043180634024e-05,1.189818508473542,0.00013298096850919325
19,6,0.0005025337915596916,0.0021707769161488245,0.0016682431245891329,0.26331407775083326,0.00013232422186316967
0,20,0.00046915686624357804,0.0019658274059267244,0.0014966705396831463,0.2726702274101102,0.00012792510940965108
12,13,0.0005767443729404712,0.0030072592828459237,0.0024305149099054526,0.21292599464465353,0.00012280386926405684
21,3,0.0003458604991840108,0.001172791598255432,0.0008269310990714212,0.3494207896661928,0.00012085084873922067
9,22,0.001086722576405066,0.01238628933061789,0.011299566754212825,0.0918257770751003,9.978914504345025e-05
22,1,0.0011771266290349323,0.015029591603831938,0.013852464974797005,0.08155783800594676,9.60039029233172e-05
20,3,0.00037846057426043863,0.0018141898155383794,0.0014357292412779407,0.23396608308362726,8.854693816129507e-05
14,3,5.494053711479887e-06,5.494053711479887e-06,0.0,15.519177103993284,8.526319256730799e-05
5,12,0.0010905498397959408,0.01474706658871588,0.013656516748919939,0.07682736245401058,8.378406781616591e-05
11,21,0.00012083280773507481,0.0002490520331602623,0.00012821922542518747,0.6639203418069404,8.022335901296318e-05
2,10,0.00015800218039740716,0.000417085858425132,0.00025908367802772485,0.4761410039388,7.523131679894083e-05
3,17,0.000578913460654926,0.005061468521899257,0.004482555061244331,0.12146345286355892,7.031682784033938e-05
22,4,0.000841094788074398,0.01070754511612118,0.009866450328046781,0.0818084977870343,6.880870110887047e-05
17,5,0.00044404199587789756,0.003410693356194519,0.0029666513603166214,0.1394817722322277,6.193576453058471e-05
0,5,6.009068823439993e-05,0.00010826014560410096,4.8169457369701024e-05,0.8098119191158654,4.866215556009256e-05
3,6,0.0004748163815919259,0.005767144581486934,0.005292328199895008,0.08591882233803402,4.079566433318485e-05
23,19,4.7397466449295015e-05,8.441578158878261e-05,3.7018315139487595e-05,0.8243415606636199,3.907170146431341e-05
23,2,2.2089840914172894e-05,2.696445281914672e-05,4.8746119049738235e-06,1.7104787762176445,3.7784204053716906e-05
2,21,7.406325889621195e-05,0.00019442508398410954,0.00012036182508789759,0.4795444981555081,3.551662831914543e-05
21,6,0.0003264322081429007,0.003179722194760713,0.0028532899866178124,0.10832112303760548,3.5359503381684383e-05
13,14,0.0001635530638624483,0.0009227041236114784,0.0007591510597490301,0.19510784111655202,3.1910485198199846e-05
21,17,0.0003928706174540827,0.0053639728174304175,0.004971102199976335,0.07606331165867243,2.9883040216944963e-05
10,14,0.00021777992532633203,0.0017302307842799118,0.0015124508589535797,0.13452338040016695,2.9296491738194118e-05
10,20,0.00034130332640951383,0.004158791409763118,0.003817488083353604,0.08563186901950894,2.9226441743022195e-05
7,3,0.00010923033718282375,0.000532366645895273,0.0004231363087124492,0.22963806553593083,2.50834433285011e-05
0,7,0.00012838057639489447,0.00075939356842723,0.0006310129920323355,0.18519372629099148,2.3775277325955808e-05
20,17,0.00021816736155235057,0.0025433869841867676,0.002325219622634417,0.08968215514252043,1.956571916577225e-05
1,5,0.000454044286527365,0.011928150235982336,0.011474105949454971,0.03880833260670127,1.762070168972635e-05
13,4,0.00025917898071661696,0.003979279618814696,0.003720100638098079,0.06735008142719803,1.745572545548234e-05
8,14,0.0003193839191990176,0.006527016178203546,0.006207632259004528,0.05017035380361775,1.6023604225400778e-05
0,6,0.00013234031900989803,0.0015103769456991391,0.001378036626689241,0.0916995006849195,1.2135541173690609e-05
0,12,3.1193843646854996e-05,0.000102691098633655,7.149725498680001e-05,0.3620663782800663,1.1294241993851445e-05
6,16,8.145619988099819e-05,0.0007688936141218208,0.0006874374142408226,0.1119818250712994,9.121613926046738e-06
17,0,5.274810012409611e-05,0.00035026132861018885,0.00029751322848609274,0.1632208390458424,8.60958916032907e-06
21,19,3.415219269928449e-07,3.415219269928449e-07,0.0,12.741170091882482,4.351388961923308e-06
7,16,8.190381464089156e-05,0.0020236896392981803,0.0019417858246572888,0.04131432155598984,3.3838005347359824e-06
17,8,6.758111797466751e-05,0.0023516237347951255,0.002284042616820458,0.02915909005062822,1.9706039047454593e-06
19,16,4.829212428568994e-05,0.0012142412327997762,0.0011659491085140863,0.0405839411624939,1.9598847306222833e-06
1,12,0.00010288834418111913,0.005999096230365799,0.00589620788618468,0.017299416490883377,1.779908318046537e-06
18,12,9.981460220947688e-05,0.006014861121751867,0.00591504651954239,0.01673389843154015,1.6702874153579694e-06
21,20,6.289549492484794e-05,0.0036965490548554573,0.0036336535599306094,0.017161064100636513,1.079353620046574e-06
5,11,8.088541696586217e-05,0.006113260249212903,0.0060323748322470404,0.01331945381455947,1.0773495755481862e-06
8,1,0.00012796573568206807,0.019205415356748985,0.019077449621066916,0.006685299668630961,8.554892903514468e-07
16,2,1.6746222895969577e-05,0.0008572276593663395,0.00084048143647037,0.019728663853863813,3.303806023364616e-07
8,5,3.628380124435886e-05,0.007673576271980172,0.0076372924707358136,0.0047396225220984025,1.719715215651053e-07
4,15,9.725121118915603e-06,0.007522287853951052,0.0075125627328321365,0.0012936773023208897,1.2581168453862649e-08
6,2,5.20390361054366e-06,0.0034613963223120454,0.0034561924187015017,0.0015045429225467506,7.829496346858946e-09
